date,trade_return
2021-01-01,0.0011215970245102447
2021-01-04,0.004897107788527388
2021-01-05,-0.0016392235327824002
2021-01-06,-0.01645607915443859
2021-01-07,0.018076341878380805
2021-01-08,-0.005638686840116513
2021-01-11,0.0018463417050090265
2021-01-12,-0.012724894066694865
2021-01-13,-0.024903097818558404
2021-01-14,0.011123068765257878
2021-01-15,-0.003178144865271678
2021-01-18,0.001954228504288877
2021-01-19,-0.03191672445264987
2021-01-20,-0.023557667936897134
2021-01-21,0.028486245762408234
2021-01-22,-0.01187506891931215
2021-01-25,-0.016139173281862124
2021-01-26,0.003284950199995588
2021-01-27,-0.011418608796590898
2021-01-28,-0.005626519016697775
2021-01-29,0.005070609960529512
2021-02-01,0.036073165933969385
2021-02-02,-0.008829655216713675
2021-02-03,0.008243030674832768
2021-02-04,-0.00689448009879069
2021-02-05,0.01636494224288199
2021-02-08,0.0151783204521668
2021-02-09,-0.007518985300200596
2021-02-10,0.013628816069301736
2021-02-11,-0.01229620025689315
2021-02-12,0.0016430202325432193
2021-02-15,0.012649237973991805
2021-02-16,-0.0033583803100587593
2021-02-17,0.006827099492114831
2021-02-18,-0.014341956033066053
2021-02-19,0.0013672737486572443
2021-02-22,0.01768089006462613
2021-02-23,0.033705365175988204
2021-02-24,-0.0011235090793849517
2021-02-25,-0.015260008553704772
2021-02-26,-0.026651202535295782
2021-03-01,-0.02083702893547628
2021-03-02,-0.01585139932025067
2021-03-03,0.0024700903074106727
2021-03-04,-0.010270932091236867
2021-03-05,-0.004056055972610228
2021-03-08,-0.01963911104441936
2021-03-09,-0.014406814417037828
2021-03-10,-0.012113433810372552
2021-03-11,-0.011173606462932556
2021-03-12,-0.007742140412183511
2021-03-15,0.045064443509783655
2021-03-16,0.005375109334928524
2021-03-17,-0.0033994746418103553
2021-03-18,-0.00957365036244014
2021-03-19,-0.0038146892714444585
2021-03-22,0.043116557599300664
2021-03-23,0.016923766348645036
2021-03-24,0.007584998773042025
2021-03-25,0.02599207636911139
2021-03-26,0.004914881889596627
2021-03-29,0.005229190717858215
2021-03-30,-0.004003155528580939
2021-03-31,-0.008310354175446276
2021-04-01,-0.004233101462509357
2021-04-02,-0.01800042567139287
2021-04-05,-0.027074809919707628
2021-04-06,0.0020041100612577124
2021-04-07,0.020487693405812503
2021-04-08,0.030228884720756913
2021-04-09,0.014797727898032388
2021-04-12,0.018331615351185663
2021-04-13,0.0052719204388875784
2021-04-14,0.012001519075645456
2021-04-15,-0.0009880446037712522
2021-04-16,0.017696896710119543
2021-04-19,0.01024884122855719
2021-04-20,-0.005776092207015416
2021-04-21,-0.0005699465962952805
2021-04-22,-0.012071101806608184
2021-04-23,0.004766218392812303
2021-04-26,-0.008023406495701522
2021-04-27,-0.007923931251652779
2021-04-28,0.01672948605264849
2021-04-29,0.020642581261048995
2021-04-30,-0.019402547765535464
2021-05-03,-0.006901757861921502
2021-05-04,0.020179566087858532
2021-05-05,-0.007987752319460601
2021-05-06,0.00351255346590092
2021-05-07,0.016746909678417354
2021-05-10,-0.002836383692509361
2021-05-11,0.00674091865553601
2021-05-12,0.010137211174812704
2021-05-13,0.007464407192276064
2021-05-14,-0.003601623113153241
2021-05-17,0.03848685551387682
2021-05-18,-0.03419985193676335
2021-05-19,0.007736695238825684
2021-05-20,0.0032265655055817907
2021-05-21,-0.029976873010581485
2021-05-24,-0.012027288417423756
2021-05-25,-0.019620992084614482
2021-05-26,-0.02594072996272646
2021-05-27,0.008366346757766912
2021-05-28,0.002742219783660231
2021-05-31,0.02754890424656739
2021-06-01,0.006086545983787911
2021-06-02,0.01089616177508075
2021-06-03,-0.014521946095191616
2021-06-04,0.005979788897594221
2021-06-07,0.03540080270458125
2021-06-08,0.022487794355778724
2021-06-09,-0.0024190374859963245
2021-06-10,0.03319341400159849
2021-06-11,-0.011567880352371626
2021-06-14,-0.006806270323811138
2021-06-15,-0.009033207821852582
2021-06-16,0.02690378718234706
2021-06-17,-0.0038642572851673718
2021-06-18,1.9912217295962875e-05
2021-06-21,-0.016260467386769114
2021-06-22,0.029812510822707354
2021-06-23,-0.009209465216067577
2021-06-24,0.026082306163517904
2021-06-25,0.008568280964907131
2021-06-28,0.033082447682411746
2021-06-29,0.025515641797162675
2021-06-30,0.04477163083764242
2021-07-01,-0.013310428542706207
2021-07-02,-0.01629672460175833
2021-07-05,-0.006422170198334574
2021-07-06,-0.004901254120127658
2021-07-07,0.0026709628374070576
2021-07-08,-0.012341245729330055
2021-07-09,0.023475608596158527
2021-07-12,-0.013382770496340252
2021-07-13,-0.006246912595927179
2021-07-14,-0.026789108866166172
2021-07-15,-0.009898082688860298
2021-07-16,-8.052499313845884e-05
2021-07-19,0.01761617048792239
2021-07-20,-0.03673112365880566
2021-07-21,-0.017438789301250025
2021-07-22,-0.0292432111547658
2021-07-23,0.017478601122544676
2021-07-26,0.013296604318186403
2021-07-27,0.019450025136708474
2021-07-28,0.04109177426972173
2021-07-29,-0.02513828898248537
2021-07-30,-0.005559341112560678
2021-08-02,-0.020102432503317294
2021-08-03,-0.01646869919017096
2021-08-04,-4.8008355374192305e-05
2021-08-05,0.01863041902861185
2021-08-06,-0.0013215986869848425
2021-08-09,0.0017230140926076994
2021-08-10,0.01642087963277281
2021-08-11,-0.00904513005263012
2021-08-12,-0.011684998620014922
2021-08-13,0.016219216068576528
2021-08-16,-0.020387152046934042
2021-08-17,-0.0035402147653088682
2021-08-18,0.009344483755673648
2021-08-19,-0.008848164579824855
2021-08-20,0.01890108955836291
2021-08-23,-0.007386295297374059
2021-08-24,-0.017186423329156555
2021-08-25,0.009749837454247602
2021-08-26,0.0008729520676113711
2021-08-27,-0.0013845881186261531
2021-08-30,-0.002800500311225765
2021-08-31,0.015641511452961485
2021-09-01,-0.005744316950166747
2021-09-02,0.012205669000091868
2021-09-03,0.03592129062786581
2021-09-06,0.027422291686197482
2021-09-07,-0.018796337437853045
2021-09-08,-0.005721879285950684
2021-09-09,-0.02545786982309347
2021-09-10,0.00803423320014605
2021-09-13,0.006975399820713182
2021-09-14,0.04087657850730854
2021-09-15,0.00376141024277714
2021-09-16,-0.0369190635895985
2021-09-17,-0.021876171923183994
2021-09-20,-0.016840671739060654
2021-09-21,-0.010529649853910507
2021-09-22,0.0005727577915679051
2021-09-23,-0.002294453220457628
2021-09-24,-0.022119376633151625
2021-09-27,0.021435381170629875
2021-09-28,0.016972935227913967
2021-09-29,0.011333393781995452
2021-09-30,-0.029581861859387586
2021-10-01,0.01297836453702688
2021-10-04,0.013855586209757305
2021-10-05,-0.027821109778151207
2021-10-06,0.02463516527198286
2021-10-07,0.014488345777056275
